repository
https://github.com/neovim/neovim
https://github.com/facebook/react
https://github.com/grpc/grpc
https://github.com/quarkusio/quarkus
https://github.com/89luca89/distrobox
https://github.com/jesseduffield/lazygit/
https://github.com/tldr-pages/tldr
https://github.com/yt-dlp/yt-dlp
https://github.com/backstage/backstage
https://github.com/sharkdp/fd/
https://github.com/keycloak/keycloak
https://github.com/apache/camel 
https://github.com/ajeetdsouza/zoxide
https://github.com/denoland/deno
https://github.com/firecracker-microvm/firecracker
https://github.com/electron/electron
https://github.com/argoproj/argo-cd
https://github.com/spring-projects/spring-framework
